passenger_id,survived,male,female,age,number_sibling_spouse,number_parent_children,fare,embarked_southampton,embarked_cherbourg,embarked_queenstown,ticket_class
447,1,0,1,13,0,1,19.5,1,0,0,2
448,1,1,0,34,0,0,26.55,1,0,0,1
449,1,0,1,5,2,1,19.2583,0,1,0,3
450,1,1,0,52,0,0,30.5,1,0,0,1
451,0,1,0,36,1,1,27.75,1,0,0,2
452,0,1,0,28,1,0,19.9667,1,0,0,3
453,0,1,0,30,0,0,27.75,0,1,0,1
454,1,1,0,47,1,0,65,0,1,0,1
455,0,1,0,24,0,0,8.05,1,0,0,3
456,1,1,0,29,0,0,7.8958,0,1,0,3
457,0,1,0,65,0,0,26.55,1,0,0,1
458,1,0,1,31,1,0,51.8625,1,0,0,1
459,1,0,1,48,0,0,10.5,1,0,0,2
460,0,1,0,16,0,0,7.75,0,0,1,3
461,1,1,0,47,0,0,26.55,1,0,0,1
462,0,1,0,34,0,0,8.05,1,0,0,3
463,0,1,0,47,0,0,38.5,1,0,0,1
464,0,1,0,48,0,0,13,1,0,0,2
465,0,1,0,34,0,0,8.05,1,0,0,3
466,0,1,0,37,0,0,7.05,1,0,0,3
467,0,1,0,21,0,0,0,1,0,0,2
468,0,1,0,56,0,0,26.55,1,0,0,1
469,0,1,0,22,0,0,7.725,0,0,1,3
470,1,0,1,0.75,2,1,19.2583,0,1,0,3
471,0,1,0,39,0,0,7.25,1,0,0,3
472,0,1,0,38,0,0,8.6625,1,0,0,3
473,1,0,1,33,1,1,27.75,1,0,0,2
474,1,0,1,23,0,0,13.7917,0,1,0,2
475,0,0,1,22,0,0,9.8375,1,0,0,3
476,0,1,0,40,0,0,52,1,0,0,1
477,0,1,0,33,1,0,21,1,0,0,2
478,0,1,0,29,1,0,7.0458,1,0,0,3
479,0,1,0,22,0,0,7.5208,1,0,0,3
480,1,0,1,2,0,1,12.2875,1,0,0,3
481,0,1,0,10,2.5,1,46.9,1,0,0,3
482,0,1,0,37,0,0,0,1,0,0,2
483,0,1,0,50,0,0,8.05,1,0,0,3
484,1,0,1,63,0,0,9.5875,1,0,0,3
485,1,1,0,25,1,0,65,0,1,0,1
486,0,0,1,8,2.5,1,25.4667,1,0,0,3
487,1,0,1,31,1,0,65,1,0,0,1
488,0,1,0,58,0,0,29.7,0,1,0,1
489,0,1,0,30,0,0,8.05,1,0,0,3
490,1,1,0,3,1,1,15.9,1,0,0,3
491,0,1,0,19,1,0,19.9667,1,0,0,3
492,0,1,0,21,0,0,7.25,1,0,0,3
493,0,1,0,55,0,0,30.5,1,0,0,1
494,0,1,0,71,0,0,49.5042,0,1,0,1
495,0,1,0,21,0,0,8.05,1,0,0,3
496,0,1,0,26,0,0,14.4583,0,1,0,3
497,1,0,1,54,1,0,65,0,1,0,1
498,0,1,0,55,0,0,15.1,1,0,0,3
499,0,0,1,25,1,1,65,1,0,0,1
500,0,1,0,24,0,0,7.7958,1,0,0,3
501,0,1,0,17,0,0,8.6625,1,0,0,3
502,0,0,1,22,0,0,7.75,0,0,1,3
503,0,0,1,21,0,0,7.6292,0,0,1,3
504,0,0,1,37,0,0,9.5875,1,0,0,3
505,1,0,1,20,0,0,65,1,0,0,1
506,0,1,0,24,1,0,65,0,1,0,1
507,1,0,1,33,0,1,26,1,0,0,2
508,1,1,0,37,0,0,26.55,1,0,0,1
509,0,1,0,28,0,0,22.525,1,0,0,3
510,1,1,0,26,0,0,56.4958,1,0,0,3
511,1,1,0,29,0,0,7.75,0,0,1,3
512,0,1,0,66,0,0,8.05,1,0,0,3
513,1,1,0,35,0,0,26.2875,1,0,0,1
514,1,0,1,54,1,0,59.4,0,1,0,1
515,0,1,0,24,0,0,7.4958,1,0,0,3
516,0,1,0,48,0,0,34.0208,1,0,0,1
517,1,0,1,34,0,0,10.5,1,0,0,2
518,0,1,0,29,0,0,24.15,0,0,1,3
519,1,0,1,36,1,0,26,1,0,0,2
520,0,1,0,32,0,0,7.8958,1,0,0,3
521,1,0,1,33,0,0,65,1,0,0,1
522,0,1,0,21,0,0,7.8958,1,0,0,3
523,0,1,0,30,0,0,7.225,0,1,0,3
524,1,0,1,44,0,1,57.9792,0,1,0,1
525,0,1,0,18,0,0,7.2292,0,1,0,3
526,0,1,0,25,0,0,7.75,0,0,1,3
527,1,0,1,50,0,0,10.5,1,0,0,2
528,0,1,0,57,0,0,65,1,0,0,1
529,0,1,0,39,0,0,7.925,1,0,0,3
530,0,1,0,23,2,1,11.5,1,0,0,2
531,1,0,1,2,1,1,26,1,0,0,2
532,0,1,0,17,0,0,7.2292,0,1,0,3
533,0,1,0,15,1,1,7.2292,0,1,0,3
534,1,0,1,24,0,1,22.3583,0,1,0,3
535,0,0,1,30,0,0,8.6625,1,0,0,3
536,1,0,1,7,0,1,26.25,1,0,0,2
537,0,1,0,46,0,0,26.55,1,0,0,1
538,1,0,1,27,0,0,65,0,1,0,1
539,0,1,0,69,0,0,14.5,1,0,0,3
540,1,0,1,22,0,1,49.5,0,1,0,1
541,1,0,1,39,0,1,65,1,0,0,1
542,0,0,1,9,2.5,1,31.275,1,0,0,3
543,0,0,1,11,2.5,1,31.275,1,0,0,3
544,1,1,0,32,1,0,26,1,0,0,2
545,0,1,0,50,1,0,65,0,1,0,1
546,0,1,0,64,0,0,26,1,0,0,1
547,1,0,1,19,1,0,26,1,0,0,2
548,1,1,0,26,0,0,13.8625,0,1,0,2
549,0,1,0,33,1,1,20.525,1,0,0,3
550,1,1,0,8,1,1,36.75,1,0,0,2
551,1,1,0,17,0,1,65,0,1,0,1
552,0,1,0,27,0,0,26,1,0,0,2
553,0,1,0,21,0,0,7.8292,0,0,1,3
554,1,1,0,22,0,0,7.225,0,1,0,3
555,1,0,1,22,0,0,7.775,1,0,0,3
556,0,1,0,62,0,0,26.55,1,0,0,1
557,1,0,1,48,1,0,39.6,0,1,0,1
559,1,0,1,39,1,1,65,1,0,0,1
560,1,0,1,36,1,0,17.4,1,0,0,3
561,0,1,0,30,0,0,7.75,0,0,1,3
562,0,1,0,40,0,0,7.8958,1,0,0,3
563,0,1,0,28,0,0,13.5,1,0,0,2
564,0,1,0,39,0,0,8.05,1,0,0,3
565,0,0,1,63,0,0,8.05,1,0,0,3
566,0,1,0,24,2,0,24.15,1,0,0,3
567,0,1,0,19,0,0,7.8958,1,0,0,3
568,0,0,1,29,0,1,21.075,1,0,0,3
569,0,1,0,28,0,0,7.2292,0,1,0,3
570,1,1,0,32,0,0,7.8542,1,0,0,3
571,1,1,0,62,0,0,10.5,1,0,0,2
572,1,0,1,53,2,0,51.4792,1,0,0,1
573,1,1,0,36,0,0,26.3875,1,0,0,1
574,1,0,1,22,0,0,7.75,0,0,1,3
575,0,1,0,16,0,0,8.05,1,0,0,3
576,0,1,0,19,0,0,14.5,1,0,0,3
577,1,0,1,34,0,0,13,1,0,0,2
578,1,0,1,39,1,0,55.9,1,0,0,1
579,0,0,1,18,1,0,14.4583,0,1,0,3
580,1,1,0,32,0,0,7.925,1,0,0,3
581,1,0,1,25,1,1,30,1,0,0,2
582,1,0,1,39,1,1,65,0,1,0,1
583,0,1,0,55,0,0,26,1,0,0,2
584,0,1,0,36,0,0,40.125,0,1,0,1
585,0,1,0,16,0,0,8.7125,0,1,0,3
586,1,0,1,18,0,1,65,1,0,0,1
587,0,1,0,47,0,0,15,1,0,0,2
588,1,1,0,60,1,1,65,0,1,0,1
589,0,1,0,22,0,0,8.05,1,0,0,3
590,0,1,0,22,0,0,8.05,1,0,0,3
591,0,1,0,35,0,0,7.125,1,0,0,3
592,1,0,1,52,1,0,65,0,1,0,1
593,0,1,0,47,0,0,7.25,1,0,0,3
594,0,0,1,40,0,1,7.75,0,0,1,3
595,0,1,0,36,1,0,26,1,0,0,2
596,0,1,0,36,1,1,24.15,1,0,0,3
597,1,0,1,31,0,0,33,1,0,0,2
598,0,1,0,49,0,0,0,1,0,0,3
599,0,1,0,18,0,0,7.225,0,1,0,3
600,1,1,0,49,1,0,56.9292,0,1,0,1
601,1,0,1,24,2,1,27,1,0,0,2
602,0,1,0,42,0,0,7.8958,1,0,0,3
603,0,1,0,37,0,0,42.4,1,0,0,1
604,0,1,0,44,0,0,8.05,1,0,0,3
605,1,1,0,40,0,0,26.55,0,1,0,1
606,0,1,0,36,1,0,15.55,1,0,0,3
607,0,1,0,30,0,0,7.8958,1,0,0,3
608,1,1,0,27,0,0,30.5,1,0,0,1
609,1,0,1,22,1,1,41.5792,0,1,0,2
610,1,0,1,40,0,0,65,1,0,0,1
611,0,0,1,39,1,1,31.275,1,0,0,3
612,0,1,0,21,0,0,7.05,1,0,0,3
613,1,0,1,25,1,0,15.5,0,0,1,3
614,0,1,0,22,0,0,7.75,0,0,1,3
615,0,1,0,35,0,0,8.05,1,0,0,3
616,1,0,1,24,1,1,65,1,0,0,2
617,0,1,0,34,1,1,14.4,1,0,0,3
618,0,0,1,26,1,0,16.1,1,0,0,3
619,1,0,1,4,2,1,39,1,0,0,2
620,0,1,0,26,0,0,10.5,1,0,0,2
621,0,1,0,27,1,0,14.4542,0,1,0,3
622,1,1,0,42,1,0,52.5542,1,0,0,1
623,1,1,0,20,1,1,15.7417,0,1,0,3
624,0,1,0,21,0,0,7.8542,1,0,0,3
625,0,1,0,20,0,0,16.1,1,0,0,3
626,0,1,0,61,0,0,32.3208,1,0,0,1
627,0,1,0,52,0,0,12.35,0,0,1,2
628,1,0,1,21,0,0,65,1,0,0,1
629,0,1,0,26,0,0,7.8958,1,0,0,3
630,0,1,0,17,0,0,7.7333,0,0,1,3
631,1,1,0,47,0,0,30,1,0,0,1
632,0,1,0,51,0,0,7.0542,1,0,0,3
633,1,1,0,32,0,0,30.5,0,1,0,1
634,0,1,0,29,0,0,0,1,0,0,1
635,0,0,1,9,2.5,1,27.9,1,0,0,3
636,1,0,1,28,0,0,13,1,0,0,2
637,0,1,0,32,0,0,7.925,1,0,0,3
638,0,1,0,31,1,1,26.25,1,0,0,2
639,0,0,1,41,0,1,39.6875,1,0,0,3
640,0,1,0,36,1,0,16.1,1,0,0,3
641,0,1,0,20,0,0,7.8542,1,0,0,3
642,1,0,1,24,0,0,65,0,1,0,1
643,0,0,1,2,2.5,1,27.9,1,0,0,3
644,1,1,0,32,0,0,56.4958,1,0,0,3
645,1,0,1,4,2,1,19.2583,0,1,0,3
646,1,1,0,48,1,0,65,0,1,0,1
647,0,1,0,19,0,0,7.8958,1,0,0,3
648,1,1,0,56,0,0,35.5,0,1,0,1
649,0,1,0,18,0,0,7.55,1,0,0,3
650,1,0,1,24,0,0,7.55,1,0,0,3
651,0,1,0,23,0,0,7.8958,1,0,0,3
652,1,0,1,19,0,1,23,1,0,0,2
653,0,1,0,21,0,0,8.4333,1,0,0,3
654,1,0,1,16,0,0,7.8292,0,0,1,3
655,0,0,1,18,0,0,6.75,0,0,1,3
656,0,1,0,24,2,0,65,1,0,0,2
657,0,1,0,27,0,0,7.8958,1,0,0,3
658,0,0,1,32,1,1,15.5,0,0,1,3
659,0,1,0,23,0,0,13,1,0,0,2
660,0,1,0,58,0,1,65,0,1,0,1
661,1,1,0,49,2,0,65,1,0,0,1
662,0,1,0,40,0,0,7.225,0,1,0,3
663,0,1,0,37,0,0,25.5875,1,0,0,1
664,0,1,0,36,0,0,7.4958,1,0,0,3
665,1,1,0,20,1,0,7.925,1,0,0,3
666,0,1,0,30,2,0,65,1,0,0,2
667,0,1,0,25,0,0,13,1,0,0,2
668,0,1,0,49,0,0,7.775,1,0,0,3
669,0,1,0,43,0,0,8.05,1,0,0,3
670,1,0,1,48,1,0,52,1,0,0,1
671,1,0,1,40,1,1,39,1,0,0,2
672,0,1,0,31,1,0,52,1,0,0,1
673,0,1,0,71,0,0,10.5,1,0,0,2
674,1,1,0,32,0,0,13,1,0,0,2
675,0,1,0,15,0,0,0,1,0,0,2
676,0,1,0,18,0,0,7.775,1,0,0,3
677,0,1,0,33,0,0,8.05,1,0,0,3
678,1,0,1,18,0,0,9.8417,1,0,0,3
679,0,0,1,43,1,1,46.9,1,0,0,3
680,1,1,0,36,0,1,65,0,1,0,1
681,0,0,1,26,0,0,8.1375,0,0,1,3
682,1,1,0,27,0,0,65,0,1,0,1
683,0,1,0,20,0,0,9.225,1,0,0,3
684,0,1,0,14,2.5,1,46.9,1,0,0,3
685,0,1,0,60,1,1,39,1,0,0,2
686,0,1,0,25,1,1,41.5792,0,1,0,2
687,0,1,0,15,2.5,1,39.6875,1,0,0,3
688,0,1,0,19,0,0,10.1708,1,0,0,3
689,0,1,0,18,0,0,7.7958,1,0,0,3
690,1,0,1,16,0,1,65,1,0,0,1
691,1,1,0,31,1,0,57,1,0,0,1
692,1,0,1,4,0,1,13.4167,0,1,0,3
693,1,1,0,37,0,0,56.4958,1,0,0,3
694,0,1,0,25,0,0,7.225,0,1,0,3
695,0,1,0,59,0,0,26.55,1,0,0,1
696,0,1,0,52,0,0,13.5,1,0,0,2
697,0,1,0,44,0,0,8.05,1,0,0,3
698,1,0,1,19,0,0,7.7333,0,0,1,3
699,0,1,0,49,1,1,65,0,1,0,1
700,0,1,0,42,0,0,7.65,1,0,0,3
701,1,0,1,18,1,0,65,0,1,0,1
702,1,1,0,35,0,0,26.2875,1,0,0,1
703,0,0,1,12,0,1,14.4542,0,1,0,3
704,0,1,0,29,0,0,7.7417,0,0,1,3
705,0,1,0,26,1,0,7.8542,1,0,0,3
706,0,1,0,38,0,0,26,1,0,0,2
707,1,0,1,45,0,0,13.5,1,0,0,2
708,1,1,0,42,0,0,26.2875,1,0,0,1
709,1,0,1,22,0,0,65,1,0,0,1
710,1,1,0,4,1,1,15.2458,0,1,0,3
711,1,0,1,24,0,0,49.5042,0,1,0,1
712,0,1,0,45,0,0,26.55,1,0,0,1
713,1,1,0,48,1,0,52,1,0,0,1
714,0,1,0,29,0,0,9.4833,1,0,0,3
715,0,1,0,52,0,0,13,1,0,0,2
716,0,1,0,19,0,0,7.65,1,0,0,3
717,1,0,1,39,0,0,65,0,1,0,1
718,1,0,1,27,0,0,10.5,1,0,0,2
719,0,1,0,19,0,0,15.5,0,0,1,3
720,0,1,0,33,0,0,7.775,1,0,0,3
721,1,0,1,6,0,1,33,1,0,0,2
722,0,1,0,17,1,0,7.0542,1,0,0,3
723,0,1,0,34,0,0,13,1,0,0,2
724,0,1,0,50,0,0,13,1,0,0,2
725,1,1,0,27,1,0,53.1,1,0,0,1
726,0,1,0,20,0,0,8.6625,1,0,0,3
727,1,0,1,30,2.5,0,21,1,0,0,2
728,1,0,1,28,0,0,7.7375,0,0,1,3
729,0,1,0,25,1,0,26,1,0,0,2
730,0,0,1,25,1,0,7.925,1,0,0,3
731,1,0,1,29,0,0,65,1,0,0,1
732,0,1,0,11,0,0,18.7875,0,1,0,3
733,0,1,0,39,0,0,0,1,0,0,2
734,0,1,0,23,0,0,13,1,0,0,2
735,0,1,0,23,0,0,13,1,0,0,2
736,0,1,0,28,0,0,16.1,1,0,0,3
737,0,0,1,48,1,1,34.375,1,0,0,3
738,1,1,0,35,0,0,65,0,1,0,1
739,0,1,0,20,0,0,7.8958,1,0,0,3
740,0,1,0,32,0,0,7.8958,1,0,0,3
741,1,1,0,45,0,0,30,1,0,0,1
742,0,1,0,36,1,0,65,1,0,0,1
743,1,0,1,21,2,1,65,0,1,0,1
744,0,1,0,27,1,0,16.1,1,0,0,3
745,1,1,0,31,0,0,7.925,1,0,0,3
746,0,1,0,70,1,1,65,1,0,0,1
747,0,1,0,16,1,1,20.25,1,0,0,3
748,1,0,1,30,0,0,13,1,0,0,2
749,0,1,0,18,1,0,53.1,1,0,0,1
750,0,1,0,31,0,0,7.75,0,0,1,3
751,1,0,1,4,1,1,23,1,0,0,2
752,1,1,0,7,0,1,12.475,1,0,0,3
753,0,1,0,35,0,0,9.5,1,0,0,3
754,0,1,0,23,0,0,7.8958,1,0,0,3
755,1,0,1,48,1,1,65,1,0,0,2
756,1,1,0,1,1,1,14.5,1,0,0,2
757,0,1,0,24,0,0,7.7958,1,0,0,3
758,0,1,0,18,0,0,11.5,1,0,0,2
759,0,1,0,34,0,0,8.05,1,0,0,3
760,1,0,1,34,0,0,65,1,0,0,1
761,0,1,0,21,0,0,14.5,1,0,0,3
762,0,1,0,41,0,0,7.125,1,0,0,3
763,1,1,0,27,0,0,7.2292,0,1,0,3
764,1,0,1,36,1,1,65,1,0,0,1
765,0,1,0,16,0,0,7.775,1,0,0,3
766,1,0,1,51,1,0,65,1,0,0,1
767,0,1,0,45,0,0,39.6,0,1,0,1
768,0,0,1,32,0,0,7.75,0,0,1,3
769,0,1,0,27,1,0,24.15,0,0,1,3
770,0,1,0,32,0,0,8.3625,1,0,0,3
771,0,1,0,24,0,0,9.5,1,0,0,3
772,0,1,0,48,0,0,7.8542,1,0,0,3
773,0,0,1,57,0,0,10.5,1,0,0,2
774,0,1,0,29,0,0,7.225,0,1,0,3
775,1,0,1,54,1,1,23,1,0,0,2
776,0,1,0,18,0,0,7.75,1,0,0,3
777,0,1,0,20,0,0,7.75,0,0,1,3
778,1,0,1,6,0,0,12.475,1,0,0,3
779,0,1,0,22,0,0,7.7375,0,0,1,3
780,1,0,1,43,0,1,65,1,0,0,1
781,1,0,1,15,0,0,7.2292,0,1,0,3
782,1,0,1,17,1,0,57,1,0,0,1
783,0,1,0,29,0,0,30,1,0,0,1
784,0,1,0,35,1,1,23.45,1,0,0,3
785,0,1,0,25,0,0,7.05,1,0,0,3
786,0,1,0,25,0,0,7.25,1,0,0,3
787,1,0,1,18,0,0,7.4958,1,0,0,3
788,0,1,0,8,2.5,1,29.125,0,0,1,3
789,1,1,0,1,1,1,20.575,1,0,0,3
790,0,1,0,46,0,0,65,0,1,0,1
791,0,1,0,23,0,0,7.75,0,0,1,3
792,0,1,0,18,0,0,26,1,0,0,2
793,0,0,1,20,2.5,1,65,1,0,0,3
794,0,1,0,42,0,0,30.6958,0,1,0,1
795,0,1,0,25,0,0,7.8958,1,0,0,3
796,0,1,0,39,0,0,13,1,0,0,2
797,1,0,1,49,0,0,25.9292,1,0,0,1
798,1,0,1,31,0,0,8.6833,1,0,0,3
799,0,1,0,33,0,0,7.2292,0,1,0,3
800,0,0,1,30,1,1,24.15,1,0,0,3
801,0,1,0,34,0,0,13,1,0,0,2
802,1,0,1,31,1,1,26.25,1,0,0,2
803,1,1,0,11,1,1,65,1,0,0,1
804,1,1,0,0.42,0,1,8.5167,0,1,0,3
805,1,1,0,27,0,0,6.975,1,0,0,3
806,0,1,0,31,0,0,7.775,1,0,0,3
807,0,1,0,39,0,0,0,1,0,0,1
808,0,0,1,18,0,0,7.775,1,0,0,3
809,0,1,0,31,0,0,13,1,0,0,2
810,1,0,1,32,1,0,53.1,1,0,0,1
811,0,1,0,23,0,0,7.8875,1,0,0,3
812,0,1,0,39,0,0,24.15,1,0,0,3
813,0,1,0,35,0,0,10.5,1,0,0,2
814,0,0,1,6,2.5,1,31.275,1,0,0,3
815,0,1,0,22,0,0,8.05,1,0,0,3
816,0,1,0,39,0,0,0,1,0,0,1
817,0,0,1,23,0,0,7.925,1,0,0,3
818,0,1,0,31,1,1,37.0042,0,1,0,2
819,0,1,0,43,0,0,6.45,1,0,0,3
820,0,1,0,11,2.5,1,27.9,1,0,0,3
821,1,0,1,52,1,1,65,1,0,0,1
822,1,1,0,29,0,0,8.6625,1,0,0,3
823,0,1,0,38,0,0,0,1,0,0,1
824,1,0,1,29,0,1,12.475,1,0,0,3
825,0,1,0,2,2.5,1,39.6875,1,0,0,3
826,0,1,0,42,0,0,6.95,0,0,1,3
827,0,1,0,23,0,0,56.4958,1,0,0,3
828,1,1,0,1,0,1,37.0042,0,1,0,2
829,1,1,0,19,0,0,7.75,0,0,1,3
830,1,0,1,62,0,0,65,0,0,0,1
831,1,0,1,15,1,0,14.4542,0,1,0,3
832,1,1,0,0.75,1,1,18.75,1,0,0,2
833,0,1,0,30,0,0,7.2292,0,1,0,3
834,0,1,0,23,0,0,7.8542,1,0,0,3
835,0,1,0,15,0,0,8.3,1,0,0,3
836,1,0,1,39,1,1,65,0,1,0,1
837,0,1,0,21,0,0,8.6625,1,0,0,3
838,0,1,0,20,0,0,8.05,1,0,0,3
839,1,1,0,32,0,0,56.4958,1,0,0,3
840,1,1,0,28,0,0,29.7,0,1,0,1
841,0,1,0,19,0,0,7.925,1,0,0,3
842,0,1,0,16,0,0,10.5,1,0,0,2
843,1,0,1,30,0,0,31,0,1,0,1
844,0,1,0,30,0,0,6.4375,0,1,0,3
845,0,1,0,17,0,0,8.6625,1,0,0,3
846,0,1,0,40,0,0,7.55,1,0,0,3
847,0,1,0,18,2.5,1,65,1,0,0,3
848,0,1,0,35,0,0,7.8958,0,1,0,3
849,0,1,0,39,0,1,33,1,0,0,2
850,1,0,1,40,1,0,65,0,1,0,1
851,0,1,0,4,2.5,1,31.275,1,0,0,3
852,0,1,0,74,0,0,7.775,1,0,0,3
853,0,0,1,7,1,1,15.2458,0,1,0,3
854,1,0,1,16,0,1,39.4,1,0,0,1
855,0,0,1,45,1,0,26,1,0,0,2
856,1,0,1,18,0,1,9.35,1,0,0,3
857,1,0,1,45,1,1,65,1,0,0,1
858,1,1,0,51,0,0,26.55,1,0,0,1
859,1,0,1,24,0,1,19.2583,0,1,0,3
860,0,1,0,30,0,0,7.2292,0,1,0,3
861,0,1,0,41,2,0,14.1083,1,0,0,3
862,0,1,0,20,1,0,11.5,1,0,0,2
863,1,0,1,46,0,0,25.9292,1,0,0,1
864,0,0,1,14,2.5,1,65,1,0,0,3
865,0,1,0,24,0,0,13,1,0,0,2
866,1,0,1,42,0,0,13,1,0,0,2
867,1,0,1,27,1,0,13.8583,0,1,0,2
868,0,1,0,31,0,0,50.4958,1,0,0,1
869,0,1,0,23,0,0,9.5,1,0,0,3
870,1,1,0,4,1,1,11.1333,1,0,0,3
871,0,1,0,26,0,0,7.8958,1,0,0,3
872,1,0,1,46,1,1,52.5542,1,0,0,1
873,0,1,0,33,0,0,5,1,0,0,1
874,0,1,0,46,0,0,9,1,0,0,3
875,1,0,1,28,1,0,24,0,1,0,2
876,1,0,1,15,0,0,7.225,0,1,0,3
877,0,1,0,19,0,0,9.8458,1,0,0,3
878,0,1,0,19,0,0,7.8958,1,0,0,3
879,0,1,0,23,0,0,7.8958,1,0,0,3
880,1,0,1,56,0,1,65,0,1,0,1
881,1,0,1,25,0,1,26,1,0,0,2
882,0,1,0,33,0,0,7.8958,1,0,0,3
883,0,0,1,22,0,0,10.5167,1,0,0,3
884,0,1,0,28,0,0,10.5,1,0,0,2
885,0,1,0,25,0,0,7.05,1,0,0,3
886,0,0,1,39,0,1,29.125,0,0,1,3
887,0,1,0,27,0,0,13,1,0,0,2
888,1,0,1,19,0,0,30,1,0,0,1
889,0,0,1,7,1,1,23.45,1,0,0,3
890,1,1,0,26,0,0,30,0,1,0,1
891,0,1,0,43,0,0,7.75,0,0,1,3